Transaction_ID,Category,Subcategory,Date_Categorized,Source
TXN_D70333D6,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_593A25D4,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_42F6F30E,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_A9CE63CF,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_F1CCA930,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_C3EB8F9B,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_E6508AB8,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_80FA2489,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_3FC2A3E8,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_DBF8AE49,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_951F50CF,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_B654B78D,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_C124B927,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_580BAF65,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_F2FAC72A,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_723027C4,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_4BFF551A,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_DD42E0D9,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_3E878325,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_E3902DBC,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_B2670882,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_46CAD006,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_3F9519C9,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_D9DD750D,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_3105F8DA,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_0DFB08D4,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_C05ACC68,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_47E57625,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_152AE4DF,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_4D81A9CF,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_FB4AE1E7,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_EAF0B26B,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_8150FE39,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_FD8B059B,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_04BD7ABE,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_2A23A9CC,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_637CABD0,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_C4F9FFD4,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_D756774E,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_1C2A6FB7,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_BA70B521,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_B2FC6590,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_753A40C0,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_0178913F,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_D77568C0,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_48E45352,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_91511C48,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_132A0FA0,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_AE8DA03F,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_D06D3754,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_CC391CBF,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_0594AEE4,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_C81BE5E8,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_1DBDE9AE,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_214D2E76,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_C9510798,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_159C723E,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_9A77DA35,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_98A01FE4,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_34B8653F,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_AC7E94AE,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_94AEA3D6,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_80314C9F,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_5CB123CE,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_BB559704,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_2CFB57DC,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_E3783B41,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_B388A541,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_48FE8675,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_55B18585,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_56BF92B5,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_FEF9CE48,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_CD5536D2,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_54E6E638,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_8D047E5F,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_BA41C57C,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_606549A6,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_D02DD915,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_4A5DD445,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_903FF1E0,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_C2528EB7,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_23A180E5,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_DBABACDA,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_6CB1FD1C,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_FF1D50C4,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_3BBD1B70,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_4469C51B,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_95D1565E,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_0C434881,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_F1E138D3,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_FCF4ACA8,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_56C19448,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_7D4EEDF1,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_FFFF8998,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_91E7F4E2,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_E8888841,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_B115A03D,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_CE287A96,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_C4EE78F8,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_98F68FF5,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_316574D8,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_B48743B0,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_A83A0193,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_A08954BD,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_4C0D3AFC,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_908B6E82,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_A1EB6F0D,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_F5C2EC5D,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_ECBCD4CE,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_4BEC5FF8,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_4755E0D4,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_2E5362D9,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_72F4BAD8,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_26812067,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_032D6A77,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_2A9F06A0,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_DA01C910,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_329F04D1,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_BCE1500B,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_DC9DFE51,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_8A1B0A69,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_4206E601,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_D3FBC6DF,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_F0C87806,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_77217E89,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_D5C86EE4,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_246C7BEE,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_47E5A827,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_9372AE05,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_655FE710,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_0B4D6247,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_EF1CBFEE,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_D97F5F86,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_5DAD7519,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_C90B2A75,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_A60AF855,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_9BA355AE,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_EC7DF541,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_74E1FD03,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_FC0A61F9,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_8AE352B4,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_08AB1619,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_7D117EBA,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_09037583,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_EAA08F5E,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_0657EC7F,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_945060F5,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_ADC9E211,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_C040C4A9,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_16E4155D,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_9EDB52E1,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_F1E1B9C1,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_962D0622,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_A356224A,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_C06261AC,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_A6588DF5,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_B64BB40E,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_49AF97A2,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_D5BE977E,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_AFE5269D,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_E646A031,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_D27A15E9,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_A610B19F,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_FC199C40,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_992BAE14,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_5E766F5E,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_C1F17C9C,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_D69F4F46,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_74D5206E,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_ECC83441,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_31BAEC0E,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_CF78A94D,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_50C99F7A,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_254CA7EB,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_33BC9C35,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_570A7918,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_1EB10039,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_C4FB3AC7,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_9D050EE6,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_46DEC97F,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_76DF37CF,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_F6A91AAB,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_099B1187,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_D82E8D56,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_C293DF8A,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_D621E7C7,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_CED129FE,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_B570681B,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_C1937A7D,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_21951BCB,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_6B22B441,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_907065EB,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_D35DA8A6,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_BD76CA82,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_CF62C51D,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_668BB714,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_F77A686B,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_6396A392,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_581E2416,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_0BD5B743,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_07E98780,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_AE27C3D8,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_86C8857D,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_7660BF45,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_4536B281,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_E43C5EB7,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_EE8BF706,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_D1D2CE8E,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_FFC56251,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_8CF861EF,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_CC7E211E,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_C998B3D6,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_77EFAD70,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_48F36BF6,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_4605A5EF,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_E51F12C4,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_73DD005C,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_F1519A67,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_0B282CD4,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_DD5971A7,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_932A983C,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_C8181096,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_820E8CDE,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_769D9FB7,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_A15A4B90,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_7E9E53E2,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_F1F1ED9B,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_C7EC32C7,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_E130823D,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_A06597C8,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_393A4E69,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_6246406D,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_4B2A307B,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_D40F939D,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_179F1CA2,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_B6844D5F,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_FA22F6E5,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_EAB1ADE3,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_122004B5,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_305F6513,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_87828EB4,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_E9EE12ED,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_376DDA54,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_38C1871A,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_D6CD1132,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_2D7983B4,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_A7B59DB1,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_0522B1F0,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_272D61F6,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_26AA1A2E,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_031C4D0D,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_DB976267,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_E09C5BAB,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_67985C72,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_9FCDC75D,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_570336CA,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_9CACFB0F,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_3B439C15,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_2FAEE1FE,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_2F84AF1F,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_3B2EDFBA,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_11CB30D5,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_625EFE89,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_1AD89DBC,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_AD9ADCFF,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_BF06C29A,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_C834C1F8,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_E04DC0F1,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_01BAF9B0,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_7A7798D3,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_73772888,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_02191C6F,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_8C3A362C,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_319DCB6E,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_78D2C2FD,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_8895569D,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_03BF3F54,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_73F0951F,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_BE6E00D8,Entertainment,Streaming & Media,2025-10-05 19:44:26,Rule: Streaming Services
TXN_5A606E83,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_C965E521,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
TXN_0D4B6ECD,Food & Dining,Groceries,2025-10-05 19:44:26,Rule: Supermarket Groceries
